Clusters,DBI,Silhouette
2,1.6206674554105212,0.2365560580026485
3,1.6168975776174588,0.2083936552921233
4,1.6612475215545635,0.19620082872559888
5,1.7001440002626247,0.18596699400518596
6,1.6956286225885784,0.19293473816086235
7,1.5947024399673144,0.18312766819413567
8,1.5442771617332731,0.1824006437698581
9,1.5203803671152558,0.18608229469742135
10,1.4324885802473948,0.1888247339540325
